sim_time_ns,instance_id,npu_used_bytes,npu_total_bytes,cpu_used_bytes,cpu_total_bytes,cxl_used_bytes,cxl_total_bytes,npu_prefix_tokens,storage_prefix_tokens,evictable_tokens,protected_tokens,npu_hit_total,storage_hit_total,npu_hit_interval,storage_hit_interval,npu_hit_rate_interval,prompt_throughput,gen_throughput,evict_npu_to_cpu_bytes_total,load_cpu_to_npu_bytes_total,evict_npu_to_cxl_bytes_total,load_cxl_to_npu_bytes_total,evict_npu_prefix_bytes_total,evict_storage_prefix_bytes_total,prefix_load_storage_to_npu_bytes_total
97500000000,0,35457089536,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
98000000000,0,35462332416,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
98500000000,0,35464953856,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
99000000000,0,35400728576,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
99500000000,0,35492478976,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
100000000000,0,35429564416,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
100500000000,0,35602579456,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
101000000000,0,35790012416,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
101500000000,0,35889627136,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
102000000000,0,36129488896,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
102500000000,0,36286775296,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
103000000000,0,36455858176,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
103500000000,0,36413915136,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
104000000000,0,36447993856,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
104500000000,0,36784848896,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
105000000000,0,36860870656,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
105500000000,0,36769120256,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
106000000000,0,36649844736,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
106500000000,0,36682612736,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
107000000000,0,36694409216,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
107500000000,0,36593483776,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
108000000000,0,36555472896,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
108500000000,0,36392943616,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
109000000000,0,36306436096,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
109500000000,0,36295950336,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
110000000000,0,35982688256,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
110500000000,0,35829334016,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
111000000000,0,35793944576,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
111500000000,0,35749380096,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
112000000000,0,35763798016,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
112500000000,0,35723165696,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
113000000000,0,35599958016,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
113500000000,0,35606511616,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
114000000000,0,35615686656,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
114500000000,0,35622240256,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
115000000000,0,35631415296,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
115500000000,0,35637968896,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
116000000000,0,35527868416,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
116500000000,0,35364028416,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
117000000000,0,35365339136,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
117500000000,0,35367960576,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
118000000000,0,35369271296,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
118500000000,0,35371892736,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
119000000000,0,35373203456,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
119500000000,0,35374514176,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
120000000000,0,35377135616,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
120500000000,0,35378446336,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
