sim_time_ns,instance_id,npu_used_bytes,npu_total_bytes,cpu_used_bytes,cpu_total_bytes,cxl_used_bytes,cxl_total_bytes,npu_prefix_tokens,storage_prefix_tokens,evictable_tokens,protected_tokens,npu_hit_total,storage_hit_total,npu_hit_interval,storage_hit_interval,npu_hit_rate_interval,prompt_throughput,gen_throughput,evict_npu_to_cpu_bytes_total,load_cpu_to_npu_bytes_total,evict_npu_to_cxl_bytes_total,load_cxl_to_npu_bytes_total,evict_npu_prefix_bytes_total,evict_storage_prefix_bytes_total,prefix_load_storage_to_npu_bytes_total
7000000000,0,36100653056,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
7500000000,0,36124246016,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
8000000000,0,36024631296,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
8500000000,0,36008902656,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
9000000000,0,36006281216,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
9500000000,0,35715301376,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
10000000000,0,35711369216,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
10500000000,0,35681222656,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
11000000000,0,35704815616,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
11500000000,0,35694329856,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
12000000000,0,35584229376,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
12500000000,0,35561947136,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
13000000000,0,35578986496,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
13500000000,0,35547529216,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
14000000000,0,35421700096,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
14500000000,0,35425632256,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
15000000000,0,35433496576,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
15500000000,0,35384999936,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
16000000000,0,35333881856,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
16500000000,0,35335192576,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
17000000000,0,35337814016,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
17500000000,0,35339124736,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
18000000000,0,35341746176,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
18500000000,0,35343056896,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
19000000000,0,35345678336,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
19500000000,0,35346989056,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
20000000000,0,35278831616,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
20500000000,0,35278831616,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
21000000000,0,35288006656,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
21500000000,0,35513450496,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
22000000000,0,35644522496,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
22500000000,0,35796566016,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
23000000000,0,35792633856,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
23500000000,0,35977445376,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
24000000000,0,36012834816,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
24500000000,0,35993174016,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
25000000000,0,36067885056,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
25500000000,0,36105895936,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
26000000000,0,36146528256,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
26500000000,0,36142596096,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
27000000000,0,36078370816,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
27500000000,0,35978756096,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
28000000000,0,35963027456,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
28500000000,0,35894870016,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
29000000000,0,35816226816,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
29500000000,0,35795255296,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
30000000000,0,35703504896,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
30500000000,0,35702194176,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
31000000000,0,35731030016,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
31500000000,0,35653697536,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
32000000000,0,35588161536,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
32500000000,0,35572432896,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
33000000000,0,35504275456,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
33500000000,0,35516071936,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
34000000000,0,35483303936,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
34500000000,0,35493789696,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
35000000000,0,35361406976,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
35500000000,0,35366649856,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
36000000000,0,35369271296,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
36500000000,0,35374514176,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
37000000000,0,35328638976,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
37500000000,0,35331260416,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
38000000000,0,35332571136,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
38500000000,0,35335192576,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
39000000000,0,35278831616,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
39500000000,0,35278831616,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
40000000000,0,35278831616,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
40500000000,0,35339124736,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
41000000000,0,35487236096,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
41500000000,0,35518693376,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
42000000000,0,35658940416,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
42500000000,0,35729719296,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
43000000000,0,35856859136,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
43500000000,0,35923705856,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
44000000000,0,36128178176,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
44500000000,0,36158324736,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
45000000000,0,36402118656,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
45500000000,0,36183228416,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
46000000000,0,36130799616,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
46500000000,0,36128178176,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
47000000000,0,36172742656,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
47500000000,0,36164878336,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
48000000000,0,36044292096,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
48500000000,0,36025942016,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
49000000000,0,36036427776,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
49500000000,0,35982688256,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
50000000000,0,35938123776,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
50500000000,0,35828023296,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
51000000000,0,35651076096,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
51500000000,0,35664183296,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
52000000000,0,35618308096,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
52500000000,0,35485925376,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
53000000000,0,35442671616,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
53500000000,0,35449225216,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
54000000000,0,35458400256,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
54500000000,0,35420389376,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
55000000000,0,35428253696,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
55500000000,0,35432185856,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
56000000000,0,35375824896,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
56500000000,0,35378446336,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
57000000000,0,35383689216,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
57500000000,0,35328638976,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
58000000000,0,35331260416,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
58500000000,0,35332571136,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
59000000000,0,35335192576,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
59500000000,0,35336503296,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
60000000000,0,35365339136,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
60500000000,0,35516071936,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
61000000000,0,35658940416,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
61500000000,0,35963027456,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
62000000000,0,36162256896,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
62500000000,0,36292018176,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
63000000000,0,36398186496,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
63500000000,0,36415225856,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
64000000000,0,36562026496,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
64500000000,0,36689166336,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
65000000000,0,36691787776,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
65500000000,0,36495179776,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
66000000000,0,36480761856,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
66500000000,0,36518772736,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
67000000000,0,36508286976,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
67500000000,0,36475518976,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
68000000000,0,36353622016,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
68500000000,0,36316921856,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
69000000000,0,36288086016,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
69500000000,0,36208132096,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
70000000000,0,36139974656,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
70500000000,0,36103274496,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
71000000000,0,35998416896,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
71500000000,0,35876519936,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
72000000000,0,35790012416,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
72500000000,0,35767730176,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
73000000000,0,35779526656,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
73500000000,0,35795255296,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
74000000000,0,35805741056,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
74500000000,0,35822780416,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
75000000000,0,35665494016,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
75500000000,0,35588161536,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
76000000000,0,35594715136,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
76500000000,0,35542286336,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
77000000000,0,35391553536,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
77500000000,0,35395485696,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
78000000000,0,35333881856,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
78500000000,0,35336503296,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
79000000000,0,35278831616,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
79500000000,0,35323396096,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
80000000000,0,35391553536,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
80500000000,0,35572432896,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
81000000000,0,35732340736,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
81500000000,0,35888316416,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
82000000000,0,35964338176,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
82500000000,0,36023320576,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
83000000000,0,36265803776,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
83500000000,0,36461101056,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
84000000000,0,36504354816,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
84500000000,0,36653776896,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
85000000000,0,36619698176,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
85500000000,0,36600037376,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
86000000000,0,36546297856,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
86500000000,0,36522704896,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
87000000000,0,36411293696,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
87500000000,0,36447993856,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
88000000000,0,36117692416,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
88500000000,0,36054777856,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
89000000000,0,35964338176,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
89500000000,0,35831955456,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
90000000000,0,35780837376,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
90500000000,0,35796566016,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
91000000000,0,35817537536,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
91500000000,0,35834576896,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
92000000000,0,35821469696,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
92500000000,0,35770351616,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
93000000000,0,35784769536,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
93500000000,0,35745447936,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
94000000000,0,35719233536,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
94500000000,0,35592093696,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
95000000000,0,35546218496,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
95500000000,0,35551461376,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
96000000000,0,35446603776,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
96500000000,0,35449225216,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
97000000000,0,35454468096,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
