instance id,request id,model,input,output,arrival,end_time,latency,queuing_delay,TTFT,TPOT,ITL,npu_cache_hit,storage_cache_hit,prefix_cache_hit,tier_reload_source,evict_npu_to_cpu_bytes,evict_npu_to_cxl_bytes,load_cpu_to_npu_bytes,load_cxl_to_npu_bytes,evict_raw_bytes,evict_stored_bytes,evict_compression_ratio,harp_state_final,harp_stall_time_ns,harp_stall_events,harp_shadow_hit_tokens,harp_decode_tokens,harp_shadow_ratio,tier_transition_bytes_total
0,2,meta-llama/Llama-3.1-8B,10,26,100000000,511086899,411086899,21148095,45165948,24394730,"[24017853, 24017853, 24017853, 24017853, 24017853, 24017853, 24017853, 24017853, 24017853, 25673252, 24017853, 24480789, 24480789, 24480789, 26626802]",0,0,0,NPU,0,0,0,0,0,0,1.0,hot,0,0,0,0,1.0,0
0,7,meta-llama/Llama-3.1-8B,5,17,350000000,729112636,379112636,11326625,36999877,31101159,"[24017853, 24480789, 24480789, 24480789, 26626802, 24480789, 24432234, 24480789, 91423911, 28628495, 24579519]",0,0,0,NPU,0,0,0,0,0,0,1.0,hot,0,0,0,0,1.0,0
0,4,meta-llama/Llama-3.1-8B,9,33,200000000,927036907,727036907,17219507,41237360,29817371,"[24017853, 24017853, 24017853, 24017853, 24017853, 25673252, 24017853, 24480789, 24480789, 24480789, 26626802, 24480789, 24432234, 24480789, 91423911, 28628495, 24579519, 25040227, 25061799, 25040227, 25061799, 72679992, 25040227]",0,0,0,NPU,0,0,0,0,0,0,1.0,hot,0,0,0,0,1.0,0
0,6,meta-llama/Llama-3.1-8B,7,27,300000000,927036907,627036907,13290919,37308772,31038322,"[24017853, 25673252, 24017853, 24480789, 24480789, 24480789, 26626802, 24480789, 24432234, 24480789, 91423911, 28628495, 24579519, 25040227, 25061799, 25040227, 25061799, 72679992, 25040227]",0,0,0,NPU,0,0,0,0,0,0,1.0,hot,0,0,0,0,1.0,0
0,0,meta-llama/Llama-3.1-8B,11,43,0,992865727,992865727,46926808,73112389,29669462,"[24017853, 24017853, 24017853, 24017853, 24017853, 24017853, 24017853, 24017853, 24017853, 24017853, 24017853, 24017853, 25673252, 24017853, 24480789, 24480789, 24480789, 26626802, 24480789, 24432234, 24480789, 91423911, 28628495, 24579519, 25040227, 25061799, 25040227, 25061799, 72679992, 25040227, 65828820]",0,0,0,NPU,0,0,0,0,0,0,1.0,hot,0,0,0,0,1.0,0
0,9,meta-llama/Llama-3.1-8B,11,29,450000000,1185176287,735176287,9979308,34460097,41218599,"[26626802, 24480789, 24432234, 24480789, 91423911, 28628495, 24579519, 25040227, 25061799, 25040227, 25061799, 72679992, 25040227, 65828820, 25354128, 25237583, 141718849]",0,0,0,NPU,0,0,0,0,0,0,1.0,hot,0,0,0,0,1.0,0
0,14,meta-llama/Llama-3.1-8B,8,22,700000000,1261401766,561401766,4533117,29112636,40945317,"[25040227, 25061799, 25040227, 25061799, 72679992, 25040227, 65828820, 25354128, 25237583, 141718849, 25237583, 25750313, 25237583]",0,0,0,NPU,0,0,0,0,0,0,1.0,hot,0,0,0,0,1.0,0
0,10,meta-llama/Llama-3.1-8B,10,32,500000000,1337948194,837948194,11086899,35567688,38208595,"[24432234, 24480789, 91423911, 28628495, 24579519, 25040227, 25061799, 25040227, 25061799, 72679992, 25040227, 65828820, 25354128, 25237583, 141718849, 25237583, 25750313, 25237583, 25272303, 25750313, 25523812]",0,0,0,NPU,0,0,0,0,0,0,1.0,hot,0,0,0,0,1.0,0
0,8,meta-llama/Llama-3.1-8B,12,40,400000000,1389244495,989244495,11017730,35498519,35323925,"[24480789, 24480789, 26626802, 24480789, 24432234, 24480789, 91423911, 28628495, 24579519, 25040227, 25061799, 25040227, 25061799, 72679992, 25040227, 65828820, 25354128, 25237583, 141718849, 25237583, 25750313, 25237583, 25272303, 25750313, 25523812, 25750313, 25545988]",0,0,0,NPU,0,0,0,0,0,0,1.0,hot,0,0,0,0,1.0,0
0,11,meta-llama/Llama-3.1-8B,8,30,550000000,1389244495,839244495,9999922,34480711,38322084,"[91423911, 28628495, 24579519, 25040227, 25061799, 25040227, 25061799, 72679992, 25040227, 65828820, 25354128, 25237583, 141718849, 25237583, 25750313, 25237583, 25272303, 25750313, 25523812, 25750313, 25545988]",0,0,0,NPU,0,0,0,0,0,0,1.0,hot,0,0,0,0,1.0,0
