prefill_chunk,kv_prefill,n_decode,kv_decode,time_us
0,512,4,64,5.311
0,512,4,128,5.315
0,512,4,256,5.771
0,512,4,512,7.812
0,512,4,1024,11.088
0,512,4,2048,17.931
0,512,8,0,5.472
0,512,8,64,5.472
0,512,8,128,5.492
0,512,8,256,5.525
0,512,8,512,6.217
0,512,8,1024,7.874
0,512,8,2048,11.692
0,512,16,0,7.102
0,512,16,64,7.103
0,512,16,128,7.133
0,512,16,256,7.23
0,512,16,512,7.361
0,512,16,1024,7.781
0,512,16,2048,11.289
0,512,32,0,11.19
0,512,32,64,12.421
0,512,32,128,12.45
0,512,32,256,12.507
0,512,32,512,12.546
0,512,32,1024,12.717
0,512,32,2048,13.97
0,512,64,0,2.644
0,512,64,64,20.422
0,512,64,128,22.62
0,512,64,256,22.633
0,512,64,512,22.634
0,512,64,1024,22.766
0,512,64,2048,22.977
0,512,128,0,2.634
0,512,128,64,2.632
0,512,128,128,41.39
0,512,128,256,41.375
0,512,128,512,41.316
0,512,128,1024,41.335
0,512,128,2048,41.627
0,512,256,0,2.718
0,512,256,64,2.713
0,512,256,128,2.729
0,512,256,256,77.617
0,512,256,512,78.716
0,512,256,1024,78.897
0,512,256,2048,79.058
0,1024,1,0,5.444
0,1024,1,64,5.463
0,1024,1,128,7.018
0,1024,1,256,10.359
0,1024,1,512,17.267
0,1024,1,1024,30.945
0,1024,1,2048,57.712
0,1024,2,0,5.26
0,1024,2,64,5.279
0,1024,2,128,5.765
0,1024,2,256,7.836
0,1024,2,512,11.068
0,1024,2,1024,17.757
0,1024,2,2048,31.436
0,1024,4,0,5.311
0,1024,4,64,5.311
0,1024,4,128,5.315
0,1024,4,256,5.771
0,1024,4,512,7.812
0,1024,4,1024,11.088
0,1024,4,2048,17.931
0,1024,8,0,5.472
0,1024,8,64,5.472
0,1024,8,128,5.492
0,1024,8,256,5.525
0,1024,8,512,6.217
0,1024,8,1024,7.874
0,1024,8,2048,11.692
0,1024,16,0,7.102
0,1024,16,64,7.103
0,1024,16,128,7.133
0,1024,16,256,7.23
0,1024,16,512,7.361
0,1024,16,1024,7.781
0,1024,16,2048,11.289
0,1024,32,0,11.19
0,1024,32,64,12.421
0,1024,32,128,12.45
0,1024,32,256,12.507
0,1024,32,512,12.546
0,1024,32,1024,12.717
0,1024,32,2048,13.97
0,1024,64,0,2.644
0,1024,64,64,20.422
0,1024,64,128,22.62
0,1024,64,256,22.633
0,1024,64,512,22.634
0,1024,64,1024,22.766
0,1024,64,2048,22.977
0,1024,128,0,2.634
0,1024,128,64,2.632
0,1024,128,128,41.39
0,1024,128,256,41.375
0,1024,128,512,41.316
0,1024,128,1024,41.335
0,1024,128,2048,41.627
0,1024,256,0,2.718
0,1024,256,64,2.713
0,1024,256,128,2.729
0,1024,256,256,77.617
0,1024,256,512,78.716
0,1024,256,1024,78.897
0,1024,256,2048,79.058
0,2048,1,0,5.444
0,2048,1,64,5.463
0,2048,1,128,7.018
0,2048,1,256,10.359
0,2048,1,512,17.267
0,2048,1,1024,30.945
0,2048,1,2048,57.712
0,2048,2,0,5.26
0,2048,2,64,5.279
0,2048,2,128,5.765
0,2048,2,256,7.836
0,2048,2,512,11.068
0,2048,2,1024,17.757
0,2048,2,2048,31.436
0,2048,4,0,5.311
0,2048,4,64,5.311
0,2048,4,128,5.315
0,2048,4,256,5.771
0,2048,4,512,7.812
0,2048,4,1024,11.088
0,2048,4,2048,17.931
0,2048,8,0,5.472
0,2048,8,64,5.472
0,2048,8,128,5.492
0,2048,8,256,5.525
0,2048,8,512,6.217
0,2048,8,1024,7.874
0,2048,8,2048,11.692
0,2048,16,0,7.102
0,2048,16,64,7.103
0,2048,16,128,7.133
0,2048,16,256,7.23
0,2048,16,512,7.361
0,2048,16,1024,7.781
0,2048,16,2048,11.289
0,2048,32,0,11.19
0,2048,32,64,12.421
0,2048,32,128,12.45
0,2048,32,256,12.507
0,2048,32,512,12.546
0,2048,32,1024,12.717
0,2048,32,2048,13.97
0,2048,64,0,2.644
0,2048,64,64,20.422
0,2048,64,128,22.62
0,2048,64,256,22.633
0,2048,64,512,22.634
0,2048,64,1024,22.766
0,2048,64,2048,22.977
0,2048,128,0,2.634
0,2048,128,64,2.632
0,2048,128,128,41.39
0,2048,128,256,41.375
0,2048,128,512,41.316
0,2048,128,1024,41.335
0,2048,128,2048,41.627
0,2048,256,0,2.718
0,2048,256,64,2.713
0,2048,256,128,2.729
0,2048,256,256,77.617
0,2048,256,512,78.716
0,2048,256,1024,78.897
0,2048,256,2048,79.058
32,0,0,0,5.407
32,0,0,64,5.407
32,0,0,128,5.407
32,0,0,256,5.407
32,0,0,512,5.407
32,0,0,1024,5.407
32,0,0,2048,5.407
32,0,1,0,10.851
32,0,1,64,10.87
32,0,1,128,12.425
32,0,1,256,15.766
32,0,1,512,22.674
32,0,1,1024,36.352
32,0,1,2048,63.119
32,0,2,0,10.667
32,0,2,64,10.686
32,0,2,128,11.172
32,0,2,256,13.243
32,0,2,512,16.475
32,0,2,1024,23.164
32,0,2,2048,36.843
32,0,4,0,10.718
32,0,4,64,10.718
32,0,4,128,10.722
32,0,4,256,11.178
32,0,4,512,13.219
32,0,4,1024,16.495
32,0,4,2048,23.338
32,0,8,0,10.879
32,0,8,64,10.879
32,0,8,128,10.899
32,0,8,256,10.932
32,0,8,512,11.624
32,0,8,1024,13.281
32,0,8,2048,17.099
32,0,16,0,12.509
32,0,16,64,12.51
32,0,16,128,12.54
32,0,16,256,12.637
32,0,16,512,12.768
32,0,16,1024,13.188
32,0,16,2048,16.696
32,0,32,0,16.597
32,0,32,64,17.828
32,0,32,128,17.857
32,0,32,256,17.914
32,0,32,512,17.953
32,0,32,1024,18.124
32,0,32,2048,19.377
32,0,64,0,8.051
32,0,64,64,25.829
32,0,64,128,28.027
32,0,64,256,28.04
32,0,64,512,28.041
32,0,64,1024,28.173
32,0,64,2048,28.384
32,0,128,0,8.041
32,0,128,64,8.039
32,0,128,128,46.797
32,0,128,256,46.782
32,0,128,512,46.723
32,0,128,1024,46.742
32,0,128,2048,47.034
32,0,256,0,8.125
32,0,256,64,8.12
32,0,256,128,8.136
32,0,256,256,83.024
32,0,256,512,84.123
32,0,256,1024,84.304
32,0,256,2048,84.465
32,64,0,0,5.41
32,64,0,64,5.41
32,64,0,128,5.41
32,64,0,256,5.41
32,64,0,512,5.41
32,64,0,1024,5.41
32,64,0,2048,5.41
32,64,1,0,10.854
32,64,1,64,10.873
32,64,1,128,12.428
32,64,1,256,15.769
32,64,1,512,22.677
32,64,1,1024,36.355
32,64,1,2048,63.122
32,64,2,0,10.67
32,64,2,64,10.689
32,64,2,128,11.175
32,64,2,256,13.246
32,64,2,512,16.478
32,64,2,1024,23.167
32,64,2,2048,36.846
32,64,4,0,10.721
32,64,4,64,10.721
32,64,4,128,10.725
32,64,4,256,11.181
32,64,4,512,13.222
32,64,4,1024,16.498
32,64,4,2048,23.341
32,64,8,0,10.882
32,64,8,64,10.882
32,64,8,128,10.902
32,64,8,256,10.935
32,64,8,512,11.627
32,64,8,1024,13.284
32,64,8,2048,17.102
32,64,16,0,12.512
32,64,16,64,12.513
32,64,16,128,12.543
32,64,16,256,12.64
32,64,16,512,12.771
32,64,16,1024,13.191
32,64,16,2048,16.699
32,64,32,0,16.6
32,64,32,64,17.831
32,64,32,128,17.86
32,64,32,256,17.917
32,64,32,512,17.956
32,64,32,1024,18.127
32,64,32,2048,19.38
32,64,64,0,8.054
32,64,64,64,25.832
32,64,64,128,28.03
32,64,64,256,28.043
32,64,64,512,28.044
32,64,64,1024,28.176
32,64,64,2048,28.387
32,64,128,0,8.044
32,64,128,64,8.042
32,64,128,128,46.8
32,64,128,256,46.785
32,64,128,512,46.726
32,64,128,1024,46.745
32,64,128,2048,47.037
32,64,256,0,8.128
32,64,256,64,8.123
32,64,256,128,8.139
32,64,256,256,83.027
32,64,256,512,84.126
32,64,256,1024,84.307
32,64,256,2048,84.468
32,128,0,0,7.256
32,128,0,64,7.256
32,128,0,128,7.256
32,128,0,256,7.256
32,128,0,512,7.256
32,128,0,1024,7.256
32,128,0,2048,7.256
32,128,1,0,12.7
32,128,1,64,12.719
32,128,1,128,14.274
32,128,1,256,17.615
32,128,1,512,24.523
32,128,1,1024,38.201
32,128,1,2048,64.968
32,128,2,0,12.516
32,128,2,64,12.535
32,128,2,128,13.021
32,128,2,256,15.092
32,128,2,512,18.324
32,128,2,1024,25.013
32,128,2,2048,38.692
32,128,4,0,12.567
32,128,4,64,12.567
32,128,4,128,12.571
32,128,4,256,13.027
32,128,4,512,15.068
32,128,4,1024,18.344
32,128,4,2048,25.187
32,128,8,0,12.728
32,128,8,64,12.728
32,128,8,128,12.748
32,128,8,256,12.781
