sim_time_ns,instance_id,npu_used_bytes,npu_total_bytes,cpu_used_bytes,cpu_total_bytes,cxl_used_bytes,cxl_total_bytes,npu_prefix_tokens,storage_prefix_tokens,evictable_tokens,protected_tokens,npu_hit_total,storage_hit_total,npu_hit_interval,storage_hit_interval,npu_hit_rate_interval,prompt_throughput,gen_throughput,evict_npu_to_cpu_bytes_total,load_cpu_to_npu_bytes_total,evict_npu_to_cxl_bytes_total,load_cxl_to_npu_bytes_total,evict_npu_prefix_bytes_total,evict_storage_prefix_bytes_total,prefix_load_storage_to_npu_bytes_total
23000000000,0,40520400896,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
23500000000,0,40414232576,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
24000000000,0,40432582656,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
24500000000,0,40431271936,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
25000000000,0,40305442816,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
25500000000,0,40093106176,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
26000000000,0,40141602816,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
26500000000,0,40124563456,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
27000000000,0,40061648896,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
27500000000,0,39926644736,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
28000000000,0,39745765376,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
28500000000,0,39771979776,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
29000000000,0,39577993216,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
29500000000,0,39372210176,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
30000000000,0,39263420416,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
30500000000,0,39094337536,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
31000000000,0,38605438976,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
31500000000,0,38467813376,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
32000000000,0,38271205376,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
32500000000,0,38117851136,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
33000000000,0,37955321856,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
33500000000,0,37575213056,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
34000000000,0,37120393216,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
34500000000,0,36711448576,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
35000000000,0,36551540736,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
35500000000,0,36062642176,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
36000000000,0,35985309696,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
36500000000,0,35689086976,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
37000000000,0,35488546816,42949672960,0,549755813888,0,549755813888,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0
