prefill_chunk,kv_prefill,n_decode,kv_decode,time_us
0,0,1,0,4.517
0,0,1,64,4.527
0,0,1,128,5.401
0,0,1,256,7.278
0,0,1,512,11.16
0,0,1,1024,18.845
0,0,1,2048,33.886
0,0,2,0,4.413
0,0,2,64,4.424
0,0,2,128,4.697
0,0,2,256,5.861
0,0,2,512,7.677
0,0,2,1024,11.435
0,0,2,2048,19.121
0,0,4,0,4.442
0,0,4,64,4.442
0,0,4,128,4.444
0,0,4,256,4.7
0,0,4,512,5.847
0,0,4,1024,7.688
0,0,4,2048,11.533
0,0,8,0,4.532
0,0,8,64,4.532
0,0,8,128,4.543
0,0,8,256,4.562
0,0,8,512,4.951
0,0,8,1024,5.882
0,0,8,2048,8.027
0,0,16,0,5.448
0,0,16,64,5.449
0,0,16,128,5.466
0,0,16,256,5.52
0,0,16,512,5.594
0,0,16,1024,5.83
0,0,16,2048,7.801
0,0,32,0,7.745
0,0,32,64,8.437
0,0,32,128,8.453
0,0,32,256,8.485
0,0,32,512,8.507
0,0,32,1024,8.603
0,0,32,2048,9.307
0,0,64,0,2.943
0,0,64,64,12.933
0,0,64,128,14.168
0,0,64,256,14.175
0,0,64,512,14.176
0,0,64,1024,14.25
0,0,64,2048,14.368
0,0,128,0,2.938
0,0,128,64,2.936
0,0,128,128,24.714
0,0,128,256,24.706
0,0,128,512,24.673
0,0,128,1024,24.684
0,0,128,2048,24.848
0,0,256,0,2.985
0,0,256,64,2.982
0,0,256,128,2.991
0,0,256,256,45.07
0,0,256,512,45.688
0,0,256,1024,45.79
0,0,256,2048,45.88
0,64,1,0,4.517
0,64,1,64,4.527
0,64,1,128,5.401
0,64,1,256,7.278
0,64,1,512,11.16
0,64,1,1024,18.845
0,64,1,2048,33.886
0,64,2,0,4.413
0,64,2,64,4.424
0,64,2,128,4.697
0,64,2,256,5.861
0,64,2,512,7.677
0,64,2,1024,11.435
0,64,2,2048,19.121
0,64,4,0,4.442
0,64,4,64,4.442
0,64,4,128,4.444
0,64,4,256,4.7
0,64,4,512,5.847
0,64,4,1024,7.688
0,64,4,2048,11.533
0,64,8,0,4.532
0,64,8,64,4.532
0,64,8,128,4.543
0,64,8,256,4.562
0,64,8,512,4.951
0,64,8,1024,5.882
0,64,8,2048,8.027
0,64,16,0,5.448
0,64,16,64,5.449
0,64,16,128,5.466
0,64,16,256,5.52
0,64,16,512,5.594
0,64,16,1024,5.83
0,64,16,2048,7.801
0,64,32,0,7.745
0,64,32,64,8.437
0,64,32,128,8.453
0,64,32,256,8.485
0,64,32,512,8.507
0,64,32,1024,8.603
0,64,32,2048,9.307
0,64,64,0,2.943
0,64,64,64,12.933
0,64,64,128,14.168
0,64,64,256,14.175
0,64,64,512,14.176
0,64,64,1024,14.25
0,64,64,2048,14.368
0,64,128,0,2.938
0,64,128,64,2.936
0,64,128,128,24.714
0,64,128,256,24.706
0,64,128,512,24.673
0,64,128,1024,24.684
0,64,128,2048,24.848
0,64,256,0,2.985
0,64,256,64,2.982
0,64,256,128,2.991
0,64,256,256,45.07
0,64,256,512,45.688
0,64,256,1024,45.79
0,64,256,2048,45.88
0,128,1,0,4.517
0,128,1,64,4.527
0,128,1,128,5.401
0,128,1,256,7.278
0,128,1,512,11.16
0,128,1,1024,18.845
0,128,1,2048,33.886
0,128,2,0,4.413
0,128,2,64,4.424
0,128,2,128,4.697
0,128,2,256,5.861
0,128,2,512,7.677
0,128,2,1024,11.435
0,128,2,2048,19.121
0,128,4,0,4.442
0,128,4,64,4.442
0,128,4,128,4.444
0,128,4,256,4.7
0,128,4,512,5.847
0,128,4,1024,7.688
0,128,4,2048,11.533
0,128,8,0,4.532
0,128,8,64,4.532
0,128,8,128,4.543
0,128,8,256,4.562
0,128,8,512,4.951
0,128,8,1024,5.882
0,128,8,2048,8.027
0,128,16,0,5.448
0,128,16,64,5.449
0,128,16,128,5.466
0,128,16,256,5.52
0,128,16,512,5.594
0,128,16,1024,5.83
0,128,16,2048,7.801
0,128,32,0,7.745
0,128,32,64,8.437
0,128,32,128,8.453
0,128,32,256,8.485
0,128,32,512,8.507
0,128,32,1024,8.603
0,128,32,2048,9.307
0,128,64,0,2.943
0,128,64,64,12.933
0,128,64,128,14.168
0,128,64,256,14.175
0,128,64,512,14.176
0,128,64,1024,14.25
0,128,64,2048,14.368
0,128,128,0,2.938
0,128,128,64,2.936
0,128,128,128,24.714
0,128,128,256,24.706
0,128,128,512,24.673
0,128,128,1024,24.684
0,128,128,2048,24.848
0,128,256,0,2.985
0,128,256,64,2.982
0,128,256,128,2.991
0,128,256,256,45.07
0,128,256,512,45.688
0,128,256,1024,45.79
0,128,256,2048,45.88
0,256,1,0,4.517
0,256,1,64,4.527
0,256,1,128,5.401
0,256,1,256,7.278
0,256,1,512,11.16
0,256,1,1024,18.845
0,256,1,2048,33.886
0,256,2,0,4.413
0,256,2,64,4.424
0,256,2,128,4.697
0,256,2,256,5.861
0,256,2,512,7.677
0,256,2,1024,11.435
0,256,2,2048,19.121
0,256,4,0,4.442
0,256,4,64,4.442
0,256,4,128,4.444
0,256,4,256,4.7
0,256,4,512,5.847
0,256,4,1024,7.688
0,256,4,2048,11.533
0,256,8,0,4.532
0,256,8,64,4.532
0,256,8,128,4.543
0,256,8,256,4.562
0,256,8,512,4.951
0,256,8,1024,5.882
0,256,8,2048,8.027
0,256,16,0,5.448
0,256,16,64,5.449
0,256,16,128,5.466
0,256,16,256,5.52
0,256,16,512,5.594
0,256,16,1024,5.83
0,256,16,2048,7.801
0,256,32,0,7.745
0,256,32,64,8.437
0,256,32,128,8.453
0,256,32,256,8.485
0,256,32,512,8.507
0,256,32,1024,8.603
0,256,32,2048,9.307
0,256,64,0,2.943
0,256,64,64,12.933
0,256,64,128,14.168
0,256,64,256,14.175
0,256,64,512,14.176
0,256,64,1024,14.25
0,256,64,2048,14.368
0,256,128,0,2.938
0,256,128,64,2.936
0,256,128,128,24.714
0,256,128,256,24.706
0,256,128,512,24.673
0,256,128,1024,24.684
0,256,128,2048,24.848
0,256,256,0,2.985
0,256,256,64,2.982
0,256,256,128,2.991
0,256,256,256,45.07
0,256,256,512,45.688
0,256,256,1024,45.79
0,256,256,2048,45.88
0,512,1,0,4.517
0,512,1,64,4.527
0,512,1,128,5.401
0,512,1,256,7.278
0,512,1,512,11.16
0,512,1,1024,18.845
0,512,1,2048,33.886
0,512,2,0,4.413
0,512,2,64,4.424
0,512,2,128,4.697
